what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.wst.html.ui,1.0.502.v201009010342,"org.eclipse.wst.html.core.htmlsource.source",1326296550351
activated,view,org.python.pydev,1.6.3.2010100513,"org.python.pydev.navigator.view",1326296555712
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326296559078
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1326296559763
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326296560139
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1326296560160
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.rename",1326296560160
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.100.v201004290328,"org.eclipse.wst.xsl.debug.ui",1326296562032
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326296563783
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1326296564797
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1326296570920
opened,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1326296572615
activated,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1326296572673
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326296573151
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326296573523
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326296573957
opened,editor,org.python.pydev,1.6.3.2010100513,"org.python.pydev.editor.PythonEditor",1326296576575
activated,editor,org.python.pydev,1.6.3.2010100513,"org.python.pydev.editor.PythonEditor",1326296576870
activated,view,org.python.pydev,1.6.3.2010100513,"org.python.pydev.navigator.view",1326296594528
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326296638621
activated,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1326296649542
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326296649617
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326296650023
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326296650399
activated,editor,org.python.pydev,1.6.3.2010100513,"org.python.pydev.editor.PythonEditor",1326296655974
activated,editor,org.eclipse.wst.html.ui,1.0.502.v201009010342,"org.eclipse.wst.html.core.htmlsource.source",1326296656364
activated,view,org.python.pydev,1.6.3.2010100513,"org.python.pydev.navigator.view",1326296665779
activated,editor,org.eclipse.wst.html.ui,1.0.502.v201009010342,"org.eclipse.wst.html.core.htmlsource.source",1326296667109
activated,editor,org.eclipse.wst.html.ui,1.0.502.v201009010342,"org.eclipse.wst.html.core.htmlsource.source",1326296667606
activated,editor,org.eclipse.wst.html.ui,1.0.502.v201009010342,"org.eclipse.wst.html.core.htmlsource.source",1326296675047
closed,editor,org.eclipse.wst.html.ui,1.0.502.v201009010342,"org.eclipse.wst.html.core.htmlsource.source",1326296675048
activated,view,org.python.pydev,1.6.3.2010100513,"org.python.pydev.navigator.view",1326296678483
activated,editor,org.eclipse.wst.html.ui,1.0.502.v201009010342,"org.eclipse.wst.html.core.htmlsource.source",1326296680477
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326296680625
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326296683135
activated,editor,org.python.pydev,1.6.3.2010100513,"org.python.pydev.editor.PythonEditor",1326296683227
activated,view,org.python.pydev,1.6.3.2010100513,"org.python.pydev.navigator.view",1326296688028
activated,editor,org.python.pydev,1.6.3.2010100513,"org.python.pydev.editor.PythonEditor",1326296701338
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326296701385
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326296704286
activated,editor,org.eclipse.wst.html.ui,1.0.502.v201009010342,"org.eclipse.wst.html.core.htmlsource.source",1326296704376
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326296721086
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326296728166
activated,view,org.python.pydev,1.6.3.2010100513,"org.python.pydev.navigator.view",1326296734473
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1326296742543
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326296744971
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326296745033
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1326296745037
activated,editor,org.eclipse.wst.html.ui,1.0.502.v201009010342,"org.eclipse.wst.html.core.htmlsource.source",1326296750381
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.lineStart",1326296751406
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1326296751827
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1326296752049
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1326296752742
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1326296758551
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1326296759877
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1326296760346
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1326296762594
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326296765893
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326296776451
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326296791441
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326296838946
activated,editor,org.python.pydev,1.6.3.2010100513,"org.python.pydev.editor.PythonEditor",1326296841414
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1326296845280
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1326296847106
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1326296852976
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1326296854900
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326296859059
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326296864940
activated,editor,org.python.pydev,1.6.3.2010100513,"org.python.pydev.editor.PythonEditor",1326296867170
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1326296868587
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1326296870596
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1326296873645
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1326296874706
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326296881409
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326296887696
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326296899580
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326297026483
activated,editor,org.python.pydev,1.6.3.2010100513,"org.python.pydev.editor.PythonEditor",1326297031439
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326297042031
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326297059086
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326297065571
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326297066663
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1326297076483
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1326297077979
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1326297078625
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1326297080444
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326297086653
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326297110907
activated,editor,org.python.pydev,1.6.3.2010100513,"org.python.pydev.editor.PythonEditor",1326297111957
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1326297113946
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1326297115251
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326297116870
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326297121201
activated,editor,org.python.pydev,1.6.3.2010100513,"org.python.pydev.editor.PythonEditor",1326297136080
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1326297138927
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1326297139965
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326297142812
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326297149836
activated,view,org.python.pydev,1.6.3.2010100513,"org.python.pydev.navigator.view",1326297153213
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326297155222
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326297156052
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1326297156065
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1326297156065
activated,editor,org.eclipse.wst.html.ui,1.0.502.v201009010342,"org.eclipse.wst.html.core.htmlsource.source",1326297158135
activated,editor,org.eclipse.wst.html.ui,1.0.502.v201009010342,"org.eclipse.wst.html.core.htmlsource.source",1326297160278
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1326297164768
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1326297166706
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1326297168742
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1326297170936
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1326297171252
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1326297173028
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326297175523
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326297184331
activated,view,org.python.pydev,1.6.3.2010100513,"org.python.pydev.navigator.view",1326297186447
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326297201045
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326297214407
activated,editor,org.eclipse.wst.html.ui,1.0.502.v201009010342,"org.eclipse.wst.html.core.htmlsource.source",1326297226113
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326297226831
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326297227798
closed,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326297228687
stopped,bundle,org.eclipse.mylyn.pde.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.pde.ui",1326297229951
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.200.v20100601-1815,"org.eclipse.pde.api.tools.ui",1326297229951
stopped,bundle,org.eclipse.pde.ds.ui,1.0.100.v20100601,"org.eclipse.pde.ds.ui",1326297229951
stopped,bundle,org.eclipse.pde.runtime,3.4.200.v20100601,"org.eclipse.pde.runtime",1326297229951
stopped,bundle,org.eclipse.pde.ua.ui,1.0.100.v20100504,"org.eclipse.pde.ua.ui",1326297229951
stopped,bundle,org.eclipse.pde.ui.templates,3.4.200.v20100601,"org.eclipse.pde.ui.templates",1326297229951
stopped,bundle,org.eclipse.datatools.connectivity.oda.template.ui,3.2.1.v201004090942,"org.eclipse.datatools.connectivity.oda.template.ui",1326297229951
stopped,bundle,org.eclipse.pde.ui,3.6.0.v20100601,"org.eclipse.pde.ui",1326297230029
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1326297230029
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280700,"org.eclipse.jst.j2ee.xdoclet.runtime",1326297230029
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.100.v201003112036,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1326297230029
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.6.1.v200904151730,"org.eclipse.jst.server.generic.jboss",1326297230029
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,"org.eclipse.jst.server.generic.jonas",1326297230029
stopped,bundle,org.eclipse.jst.server.generic.oc4j,1.5.206.v20090812,"org.eclipse.jst.server.generic.oc4j",1326297230029
stopped,bundle,org.eclipse.jst.server.websphere.core,1.0.302.v20080620,"org.eclipse.jst.server.websphere.core",1326297230029
stopped,bundle,org.eclipse.jst.server.generic.ui,1.0.505.v20100428,"org.eclipse.jst.server.generic.ui",1326297230029
stopped,bundle,org.eclipse.jst.server.generic.core,1.0.606.v20100512,"org.eclipse.jst.server.generic.core",1326297230029
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1326297230029
stopped,bundle,org.eclipse.ant.launching,1.0.0.v20100427,"org.eclipse.ant.launching",1326297230029
stopped,bundle,org.eclipse.compare.win32,1.0.100.I20100505-1245,"org.eclipse.compare.win32",1326297230029
stopped,bundle,com.google.appengine.eclipse.sdkbundle.1.3.8,1.3.8.v201010161055,"com.google.appengine.eclipse.sdkbundle.1.3.8",1326297230029
stopped,bundle,com.google.gdt.eclipse.suite,1.3.3.v201006111317,"com.google.gdt.eclipse.suite",1326297230029
stopped,bundle,com.google.appengine.eclipse.core,1.3.3.v201006111317,"com.google.appengine.eclipse.core",1326297230029
stopped,bundle,com.google.gwt.eclipse.sdkbundle.2.0.4,2.0.4.v201006301309,"com.google.gwt.eclipse.sdkbundle.2.0.4",1326297230029
stopped,bundle,com.google.gwt.eclipse.core,1.3.3.v201006111317,"com.google.gwt.eclipse.core",1326297230153
stopped,bundle,com.google.gwt.eclipse.oophm,1.3.3.v201006111317,"com.google.gwt.eclipse.oophm",1326297230153
stopped,bundle,com.google.gdt.eclipse.core,1.3.3.v201006111317,"com.google.gdt.eclipse.core",1326297230153
stopped,bundle,com.google.gdt.eclipse.platform,1.3.3.v201006111317,"com.google.gdt.eclipse.platform",1326297230153
stopped,bundle,com.google.gdt.eclipse.platform.e36,1.3.3.v201006111317,"com.google.gdt.eclipse.platform.e36",1326297230153
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1326297230153
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1326297230153
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1326297230153
stopped,bundle,org.eclipse.jst.server.tomcat.ui,1.1.200.v20100418,"org.eclipse.jst.server.tomcat.ui",1326297230153
stopped,bundle,org.eclipse.jst.server.ui,1.1.100.v20100511,"org.eclipse.jst.server.ui",1326297230153
stopped,bundle,org.eclipse.jdt.junit,3.6.0.v20100526-0800,"org.eclipse.jdt.junit",1326297230153
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1326297230153
stopped,bundle,org.apache.ibatis.ibator.eclipse.ui,1.2.1,"org.apache.ibatis.ibator.eclipse.ui",1326297230153
stopped,bundle,org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples,2.5.0.200810071,"org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples",1326297230153
stopped,bundle,org.eclipse.datatools.sqltools.debugger.core.ui,1.0.0.v201003161000,"org.eclipse.datatools.sqltools.debugger.core.ui",1326297230153
stopped,bundle,org.eclipse.jst.server.preview.adapter,1.1.100.v20100308,"org.eclipse.jst.server.preview.adapter",1326297230153
stopped,bundle,org.eclipse.wst.xsl.jaxp.debug.ui,1.0.100.v201004290328,"org.eclipse.wst.xsl.jaxp.debug.ui",1326297230153
